FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,40Working,40Sleeping,40PreparingFood,4.0-X,4.0-Y,4.0-Notapplicable,41DysfunctionalInstitutions,41LowLivingStandards,41LackHhealthyEnvironment,4.1-X,4.1-Y,4.1-Notapplicable,42BetterQualityLife,42BetterEducationChildren,42BetterAccessHealthSocialServices,4.2-X,4.2-Y,4.2-Notapplicable,43GlobalNetwork,43NetworkAcquaintances,43NumerousFacilitatingFactors ,4.3-X,4.3-Y,4.3-Notapplicable,51aNotImportant,51a,5.1a-X,51bNotImportant,51b,5.1b-X,51cNotImportant,51c,5.1c-X,51dNotImportant,51d,5.1d-X,51eNotImportant,51e,5.1e-X,51fNotImportant,51f,5.1f-X,51gNotImportant,51g,5.1g-X,51hNotImportant,51h,5.1h-X,CollectorID,ConsentToParticipate,ConsentToShareStory,11,2.1 Where did the person in your story move to?,2.2 Where did the person in your story move to?,"2.3 When the person in your story first left, did that person intend to migrate …",2.3 Other,"2.4 If the person in your story returned to where they previously lived, what was the main reason?",2.4 Other,3.1 How do you know the person in your story?,3.1 Other,3.2 What is the gender of the person in your story?,3.3 How old is the person in your story?,3.4 What municipality does this person come from?,3.5 What area is this person from originally?,3.6 What is the ethnic origin of the person in your story?,3.6 Other,3.7 What is this person’s marital status?,3.8 What is the highest education level obtained by this person?,3.9 What was this person’s professional/occupational status before moving?,39Student,39Unemployed,39ManualWorker,39CivilServant,39EmployedPrivateSector,39SelfEmployed,39FreelanceConsultancy,39YouDoNotKnow,39Other,3.9 Other,3.10 What type of residential space did this person live prior to moving?,3.10 Other,4.4 To the best of your knowledge the person who moved was/is…,4.5 Situations like these…,52CommunitiesHavingCommonVisionFuture,52AbilityToOwnCar,52AbilityToHaveRegularHolidays,52RequirementForRegularQualificationTestss,52AvailabilityApplyStateSocialSupport,52Other,5.2 Other,6.1 What is your gender?,6.2 What age are you?,6.3 What municipality do you come from?,6.4 What area do you live in now?,6.5 What is your ethnic origin?,65Other,6.6 What is your marital status?,6.7 What is the highest education level obtained?,6.8 What is your profession/occupation?,68Student,68Unemployed,68ManualWorker,68CivilServant,68EmployedPrivateSector,68SelfEmployed,68FreelanceConsultancy,68Other,68Other,6.9 What type of residential space do you live in?,69Other,6.10 Do you receive any social benefits?,6.11 Do you receive remittances from abroad?,Experience,Title,TitleEN,54FutureMacedonia ,54FutureMacedoniaEN ,ProjectID,ApplicationName,SessionID,Latitude,Longitude,Accuracy,Altitude,Bearing,Speed,Time,Language
dbb90c9c-b5ec-419f-aca1-963c2a8c7050,230,,2020/02/19 19:10:03.408,2020/02/19 19:10:05.285,85.868904,6.4102554,7.7208414,0.10925969,0.05551284,,6.835879,88.46154,4.702578,0.48933348,0.7660769,,83.28588,6.4102554,10.303867,0.13508995,0.05551284,,7.4966164,84.18804,8.315347,0.50409365,0.72906834,,5.4350734,94.56,0.94564927,1.1247277,98.875275,0.9887527,8.883351,91.116646,0.9111665,1.1247277,98.875275,0.9887527,1.9868016,98.0132,0.980132,1.1247277,98.875275,0.9887527,12.331629,87.66837,0.8766837,3.7109375,96.28906,0.9628906,19,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and after some time RETURNED (or intend to return) to their home.,Another country,Rural (village),Seasonally,,Other,"Сезонска работа, нема документи",He/she is a close family member,,Male,35-44,Кратово,Rural (village),Macedonian,,Single,Secondary,Manual worker,,,1,,,,,,,,A private house (owned),,You do not know,Happen all the time,1,,,,,,,Male,35-44,Кратово,Rural (village),Macedonian,,Single,Primary,Unemployed,,1,,,,,,,,,,Yes,No,"Брат ми работи лозарство сезонски во Италија.Таму престојува 3 месеци, а потоа се враќа во Македонија бидејќи не може да се осигура со документи.Работата е довро платена за разлика од кај нас. Кога е во Македонија работи приватно молер по повик, но сепак не е доволно за пристоен живот. ВО Италија за 3 месеци заработува повеќе отколку цела година во Кратово.",Потрага по добра заработувачка,Looking for good earnings,Економски развиена со подобри животни услови,Economically developed with better living conditions,undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; DRA-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36",3c344aee-beec-4a8a-b7c7-0b526287b854,,,,,,,,mk
4061606f-936d-45da-9411-932ffe91a2f9,189,,2020/02/19 19:22:40.117,2020/02/19 19:22:41.858,79.42079,8.974365,11.604837,0.1609202,0.07771797,,5.2045407,88.03419,6.761269,0.50778365,0.76237607,,31.0206,34.188034,34.791363,0.5188538,0.29606837,,84.431526,8.547004,7.021469,0.11294972,0.07401709,,0.2626598,99.74,0.9973734,10.607487,89.39251,0.89392513,14.055765,85.94424,0.85944235,14.917832,85.08217,0.8508217,6.2971473,93.70285,0.9370285,19.228178,80.77182,0.8077182,1.1247277,98.875275,0.9887527,1.9868016,98.0132,0.980132,19,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Within North Macedonia,Urban (city),Temporarily (other),,The did not return,,He/she is a relative,,Male,35-44,Кратово,Rural (village),Macedonian,,Married/Living together,You do not know,Unemployed,,1,,,,,,,,,A private house (owned),,Happy they moved,Happen all the time,1,1,,,,,,Male,25-34,Кратово,Rural (village),Macedonian,,Single,Secondary,Civil cervant,,,,1,,,,1,Центар за социјална работа-Кратово,,,No,No,"Вујко ми работеше градежништво во Радовиш неколку години. По неколку се запозна и ожени со бујна ми лоја е од Радовиш, а потоа добија и дечиња. Остана да работи и живее таму, доаѓа кај нас неколку пати годишно на слава и празници.",Преселба за подобри можности,Migration for better opportunities,Подобра,Improved,undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; DRA-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36",83951668-0ae1-4a69-b473-6ebbd3355d65,,,,,,,,mk
2f833bda-d564-44c8-a0bb-2f37103ea9fd,259,,2020/02/19 20:07:04.810,2020/02/19 20:07:05.840,47.255978,42.307697,10.436328,0.31590176,0.36638463,,48.81005,38.461536,12.728413,0.3195918,0.3330769,,80.10046,9.829063,10.070477,0.14985009,0.08511968,,12.080779,76.49573,11.423494,0.49671355,0.662453,,0.82974434,99.17,0.99170256,4.9676714,95.032326,0.9503233,8.415949,91.58405,0.9158405,4.9676714,95.032326,0.9503233,4.278016,95.721985,0.95721984,1.5193939,98.480606,0.98480606,8.415949,91.58405,0.9158405,5.657327,94.342674,0.9434267,23,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and after some time RETURNED (or intend to return) to their home.,Another country,Urban (city),Seasonally,,Things did not work out the way they hoped,,He/she is a friend,,Male,25-34,Бутел,Urban (city),Macedonian,,Single,Vocational,Unemployed,,1,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,1,1,1,1,,,,Male,25-34,Бутел,Urban (city),Macedonian,,Single,Secondary,PrivateSector,,,,,1,,,1,Орбико,,,No,No,"Поради одреди услови од областа на професијата,мојот другар отиде во Словачка со цел за подобар начин за живот,подобри услови во однос на работата,но беше спречен во работата поради потреба и мораше да се врати,поради тоа што работата му барала подолг период во стоење.",Подобро утре,For better tomorrow,"Нормално функционирање на државата без кражби,подобрување на животниот стандард,подобрување на здравствениот систем,редовно зголемување на платите,според струка да се вработуваат луѓе","Normal functioning of the state without thefts, improved living standards, improved health system, regularly increased salaries, people are employed in accordance to their vocation",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.3;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBCR/Vip MKD]",af3c6cd6-b463-475b-9744-6981207b8a31,,,,,,,,mk
40c1209f-28b5-4b61-8c29-57b3c5393763,122,,2020/02/19 20:08:16.538,2020/02/19 20:08:17.916,94.46494,0,5.535055,0.055350553,0,,5.1067677,94.871796,0.021435548,0.47457334,0.82158977,,9.446994,90.49723,0.055772677,0.4524331,0.7845812,,90.181046,0,9.818957,0.09818958,0,,1.9868016,98.01,0.980132,3.7109375,96.28906,0.9628906,1.9868016,98.0132,0.980132,1.1247277,98.875275,0.9887527,1.9868016,98.0132,0.980132,1.9868016,98.0132,0.980132,0.2626598,99.73734,0.9973734,1.9868016,98.0132,0.980132,11,Agree,Disagree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Within North Macedonia,Urban (city),Permanently,,The did not return,,He/she is a friend,,Male,25-34,Гостивар,Urban (city),Macedonian,,Single,Masters or equivalent,Other,,,,,,,,,1,малолетно дете,A private house (owned),,Happy they moved,Happen sometimes,1,,,,,,,Male,20-24,Гостивар,Urban (city),Macedonian,,Single,Higher professional program,Civil cervant,,,,1,,,,1,МВР,,,No,No,The participant did not agree to share the experience.,"Подобро образование ,подобра околина ,подобар просперитет ,напредок и живот","Better education, better environment, better prosperity, progress and life","праведна ,напредна со други зборови европска","Equitable, advanced, in other words European",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-J330FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/249.0.0.10.122;]",9fd65174-9df2-4f39-b854-d8442a5d46e0,,,,,,,,mk
c225cb68-9ae6-4dcb-9898-601836a3ae9b,185,,2020/02/19 20:17:34.925,2020/02/19 20:17:36.044,65.76688,17.094017,17.139107,0.25686115,0.14803419,,17.208984,66.23932,16.551699,0.49671355,0.5736325,,70.00096,14.529915,15.46913,0.22734086,0.12582906,,16.839981,66.23932,16.920704,0.5004036,0.5736325,,0.82974434,99.17,0.99170256,0.1400888,99.85991,0.9985991,0.1400888,99.85991,0.9985991,18.760777,81.23923,0.81239223,13.9331875,86.06681,0.8606681,0.1400888,99.85991,0.9985991,0.1400888,99.85991,0.9985991,16.002155,83.99785,0.83997846,2,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Permanently,,The did not return,,He/she is a relative,,Male,45-54,Чаир,Urban (city),Albanian,,Married/Living together,Secondary,Unemployed,,1,,,,,,,,,A private house (owned),,Happy they moved,Happen all the time,1,,,,,,,Female,20-24,Чаир,Urban (city),Albanian,,Single,Bachelor or equivalent,PrivateSector,,,,,1,,,,,,,No,No,"Јас сум 24 години сум вработена во приватна здравствена установа Жан Митребв.Кога бев многу мала ми текнува чичкоми кога отиде во Белгија заради финанциска состојба,тој беше вработен во една приватна фирма но фирмата фалиментира ,после не може да најде работа долго време имаше две деца ти растаа и веке трошоците за нив се зголемуваат и одлучиа да ја напуштат земјата да тргнуват било каде за подобри услови за живот.од кога тргнаа знаеа дека Ако ја напуштат татковината можеа никогаш на живот ке можеа да несе вратат назад ,и тие отишле и се запишале како азиланти и таму ја продолжиле животот.",Лошата Финанциските проблема причина за заминување од татковина.,The bad financial issues were the main reason for leaving the homeland,"Да има по големи стандарт на живот,повеке работни места за младите и др","Higher living standard, more working places for the young people etc.",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",0b684baf-034a-4b92-8f3d-0a63475276c9,,,,,,,,mk
5607e159-b556-4e17-974e-6879480bb935,179,,2020/02/19 20:21:57.125,2020/02/19 20:21:58.779,34.030983,33.33333,32.63569,0.4930235,0.28866664,,6.622207,88.88889,4.4889064,0.48933348,0.7697778,,88.141266,5.555557,6.303171,0.0908095,0.048111133,,5.5151954,88.88889,5.595918,0.5004036,0.7697778,,5.4350734,94.56,0.94564927,12.331629,87.66837,0.8766837,1.1247277,98.875275,0.9887527,2.8488696,97.15113,0.9715113,26.986801,73.0132,0.730132,26.986801,73.0132,0.730132,2.8488696,97.15113,0.9715113,7.159215,92.84078,0.92840785,19,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Permanently,,The did not return,,He/she is a friend,,Female,25-34,Кратово,Urban (city),Macedonian,,Married/Living together,Bachelor or equivalent,Student,1,,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,1,,1,,,,,Female,25-34,Кратово,Urban (city),Macedonian,,Single,Bachelor or equivalent,PrivateSector,,,,,1,,,1,Телеком,,,No,No,"Другарка ми студираше за медицинска сестра во Штип, а во меѓувреме одеше на курс по Германски јазик бидејќи иднината си ја гледаше во странство.Дечко и со години работеше во угостителски објект во Германија и откако другаркава дипломира се венчаа и таа замина таму.Откако замина во Германија, таа се вработи во болница како медицинска сестра и добро заработува. Заедно со сопругот живеат убав и пристоен живот, за кој тука повеќето луѓе мечтаат. Во Македонија доаѓаат на одмор и да ги видат семејствста на неколку дена.",Сон за Германија,Dream for Germany,"Развиена економија, добра работа на институциите, можности за вработување и среќен живот","Developed economy, institutions which work properly, employment opportunities and happy life",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; DRA-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36",49636ce5-ae67-452c-8119-12be1ac394dc,,,,,,,,mk
35a84322-1bd9-4384-9836-376da2ec06ac,151,,2020/02/19 20:45:00.256,2020/02/19 20:45:02.489,67.55434,9.829063,22.616604,0.27531135,0.08511968,,40.03044,50.854702,9.114857,0.34542206,0.4404017,,10.313032,80.769226,8.917739,0.4930235,0.6994615,,16.392921,70.085464,13.521613,0.48564345,0.60694015,,2.8488696,97.15,0.9715113,33.021282,66.978714,0.66978717,1.1247277,98.875275,0.9887527,11.469561,88.53044,0.8853044,20.952314,79.04768,0.79047686,4.5730057,95.426994,0.95426995,26.986801,73.0132,0.730132,5.4350734,94.564926,0.94564927,11,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and after some time RETURNED (or intend to return) to their home.,Another country,Urban (city),Temporarily (education),,Other,стручна пракса,Other,јас,Female,20-24,Гостивар,Urban (city),Macedonian,,Single,Secondary,Other,,,,,,,,,1,матурантка (завршено средно образование),Lived with parents,,Happy they moved,Happen sometimes,1,,,,,,,Female,20-24,Гостивар,Urban (city),Macedonian,,Single,Masters or equivalent,PrivateSector,,,,,1,,,,,,,No,No,"Поради разликата во квалитетот на високообразовните институции, како и можностите кои се нудат за стипендирање на студентите со висок просек чија сума е значително повисока од овдешната, ја напуштив државава на 5 годишен период за време на студиите. По магистрирањето се вратив во Македонија со цел да ја започнам кариерата во родниот крај.",постматурска одлука,Decision after high-school graduation ,Квалитетен образовен систем. Поквалитетни животни стандарди. Можност за вработување по завршување на факултетот каде што главен одлучувачки фактор ќе биде квалитетот на кандидатот без разлика на политичката определеност или познанствата во високите кругови. Квалитетно здравство. Безбедност на улиците и јавните објекти. Слободни и непристрасни медиуми. Праведен однос од страна на предпоставените према вработените. Похумани односи према децата без родители (се мисли на условите во кои престојуваат). Поголема меѓуетничка толеранција и поддршка. Максимална политичка невлијателност во секојдневните животни сегменти таму каде не и е местото.,"Quality education system. Better quality of life. Opportunity for employment after graduating, when the main deciding factor will be the quality of the candidate regardless of political affiliation or acquaintances in the high society. Quality health system. Safety on the streets and in the public buildings. Free and impartial media. Fair treatment of the employees. More humane relationships with orphans (referring to the conditions in which they reside). Greater interethnic tolerance and support. Minimum political influence in segments of everyday life where it does not belong.",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-J330FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/249.0.0.10.122;]",3c1ccf78-f677-467f-a2e7-3dc1a1570292,,,,,,,,mk
9996fd2b-0255-4cd3-a9f4-09e03d1cd543,104,,2020/02/19 20:45:24.778,2020/02/19 20:45:28.143,86.66525,5.555557,7.7791862,0.105569646,0.048111133,,7.0495553,88.03419,4.916255,0.48933348,0.76237607,,34.361347,31.196579,34.44207,0.5004036,0.2701624,,33.87565,32.905983,33.218365,0.49671355,0.2849658,,1.9868016,98.01,0.980132,13.193697,86.806305,0.86806303,1.9868016,98.0132,0.980132,12.331629,87.66837,0.8766837,36.469563,63.530437,0.6353044,21.814388,78.185616,0.7818561,3.7109375,96.28906,0.9628906,11.469561,88.53044,0.8853044,19,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Temporarily (other),,The did not return,,He/she is a close family member,,Male,20-24,Кратово,Urban (city),Macedonian,,Married/Living together,Bachelor or equivalent,Unemployed,,1,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,1,1,,,,,,Male,55 and older,Кратово,Urban (city),Macedonian,,Married /Living together,Bachelor or equivalent,Civil cervant,,,,1,,,,1,"Министерство за земјоделство, шумарство и водостопснство",,,No,No,"Син ми заврши Шумарски факултет и активно бараше работа.Среќата му се насмевна кога доби зелена карта за Америка.Се венча со неговата девојка, на тој нсчин и таа дони виза за престој и заминаа заедно за Америка.Таму беа краток период кај наши иселеници кои им помогнаа да се снајдат со сместување, а набргу си најдоа работи. Двајцата немаа проблеми со јазикот и се вработија во ресторан.Како што поминуваше времето, работите се менуваа на подобро и синот започна да работи во фирма за шпедиција каде уште подобро заработува. Среќни се таму и иднината си ја гледаат таму, не сакаат да слушнат за враќање во Македонија.",Лотарија која менува живот,Lottery which changes lifes,Напредна и развиена,Advanced and developed,undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; DRA-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36",073efe97-e86f-459f-904e-fbea289854d2,,,,,,,,mk
e863102c-59d9-4db6-9cfa-b5698db8879b,236,,2020/02/19 20:54:54.681,2020/02/19 20:54:56.692,3.2231104,92.73505,4.041841,0.50409365,0.80308545,,87.09183,12.820511,0.087668456,0.06497924,0.11102563,,90.91905,0,9.08095,0.0908095,0,,0.7559912,99.1453,0.09870606,0.49671355,0.8585983,,12.331629,87.67,0.8766837,10.607487,89.39251,0.89392513,7.159215,92.84078,0.92840785,8.021283,91.978714,0.91978717,43.36611,56.63389,0.5663389,9.745419,90.25458,0.9025458,5.4350734,94.564926,0.94564927,1.9868016,98.0132,0.980132,11,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Permanently,,Family emergency,,He/she is a friend,,Male,25-34,Гостивар,Urban (city),Macedonian,,Married/Living together,Secondary,Unemployed,,1,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,,,1,,,,,Male,20-24,Гостивар,Urban (city),Macedonian,,Single,Secondary,Student,1,,,,,,,,,,,No,No,Мојот другар ја напушти државата и се пресели во Словенија поради подобар живот и подобра работа.,Подобра иднина,Better future,"Да нема партиска определба ,да има повеќе работни места и повисоки плати","No political affiliation, more work places and higher salaries",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-J330FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/249.0.0.10.122;]",a8166762-6c4e-4ebe-87f6-c97c1f65fa89,,,,,,,,mk
305e595d-b661-409e-8cda-20e5b9a18755,86,,2020/02/19 20:58:48.250,2020/02/19 20:58:50.491,25.19303,46.581196,28.225773,0.5151637,0.40339315,,7.535254,86.32478,6.139961,0.4930235,0.74757266,,86.02423,6.837608,7.1381607,0.105569646,0.05921367,,,,,,,1,4.5730057,95.43,0.95426995,0.2626598,99.73734,0.9973734,16.641975,83.358025,0.83358026,7.159215,92.84078,0.92840785,11.469561,88.53044,0.8853044,3.7109375,96.28906,0.9628906,8.021283,91.978714,0.91978717,0.2626598,99.73734,0.9973734,19,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Within North Macedonia,Urban (city),Temporarily (other),,The did not return,,He/she is a close family member,,Male,25-34,Кратово,Urban (city),Macedonian,,Single,Vocational,Unemployed,,1,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,1,,,,,,,Female,20-24,Кратово,Urban (city),Macedonian,,Single,Secondary,Student,1,,,,,,,,,,,No,No,"Брат ми додека живееше во Кратово беше невработен, па реши да замине во Скопје. Конкурира на оглас од МВР и откако заврши обука, де вработи во Единицата за брзо распоредување (ЕБР)- дел од Министерството за внатрешни работи.",Преселба за работа,Moving because of work,"Рамноправна, стабилна, развиена и безбедна","Equitable, stable, developed and safe",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; DRA-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36",f2502e79-188b-4f5e-a97d-cbfc30c899d3,,,,,,,,mk
c0829953-748b-4b7a-bf5b-06f48ecfce7c,198,,2020/02/19 21:10:25.720,2020/02/19 21:10:27.429,10.650494,5.5555577,83.79395,0.86571723,0.048111133,,2.6987793,92.30769,4.9935255,0.5114737,0.7993846,,76.507416,11.111108,12.381486,0.17937039,0.096222214,,18.632174,10.256409,71.11142,0.7623962,0.08882051,,2.8488696,97.15,0.9715113,1.1247277,98.875275,0.9887527,6.2971473,93.70285,0.9370285,8.021283,91.978714,0.91978717,35.607487,64.39251,0.64392513,6.2971473,93.70285,0.9370285,10.607487,89.39251,0.89392513,12.331629,87.66837,0.8766837,11,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Temporarily (other),,The did not return,,He/she is a close family member,,Male,45-54,ГРАД СКОПЈЕ,Urban (city),Macedonian,,Single,Secondary,Student,1,,,,,,,,,,Lived with parents,,Unhappy they moved,Happen all the time,,,,,,1,Мирен живот,Female,55 and older,Гостивар,Urban (city),Macedonian,,Widowed,Higher professional program,Civil cervant,,,,1,,,,1,"Министерство за образование,сега пензионер",,,No,No,"Жалам многу што секој ден децата ни заминуваат во странство,земјата ни се испразни, јас сум стара жена во години мислам дека повеќе нема да ги видам и многу жалам што во нашата земја нап старите ќе нема кој да не закопа , имам внук кој сеуште не е вратен и мислам дека никогаш нема да се врати, ја напушти државата поради подобра работа но сеуште нема најдено работа стална таму и моментално не е ни да се врати ни да остане,за жал факултетот го остави ,жалосно е да си ја гледаш својата земја без луѓе. Земја без млади луѓе е земја без иднина.",Поради бегање на младите земјата останува празна без перспектива,The country remains empty and with no perspective because young people are running away,"Полна со младина, со добро образование,слободни,некорумпирани, со добри плати и безбедни во секој  поглед","Abundant of young people, with good education, free, uncorrupted, well paid and safe in every way",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-J330FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/249.0.0.10.122;]",52c28640-67ca-49dc-b914-bad1ba967e51,,,,,,,,mk
10424f31-c1c8-4648-a389-914cd1e22981,210,,2020/02/19 21:23:59.795,2020/02/19 21:24:01.775,16.845503,9.4017105,73.75279,0.7845364,0.0814188,,6.3698926,87.1795,6.450615,0.5004036,0.75497437,,75.186714,11.538466,13.274815,0.19044049,0.0999231,,15.874113,12.820511,71.30538,0.77715635,0.11102563,,13.193697,86.81,0.86806303,1.9868016,98.0132,0.980132,8.021283,91.978714,0.91978717,0.2626598,99.73734,0.9973734,55.435074,44.564922,0.44564924,2.8488696,97.15113,0.9715113,7.159215,92.84078,0.92840785,12.331629,87.66837,0.8766837,11,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Permanently,,The did not return,,He/she is a friend,,Female,25-34,Гостивар,Urban (city),Macedonian,,Single,Secondary,Unemployed,,1,,,,,,,,,Lived with parents,,Happy they moved,Happen all the time,1,,,,,,,Female,20-24,Гостивар,Urban (city),Macedonian,,Single,Higher professional program,Student,1,,,,,,,,,,,No,No,"Моја другарка по завршување на среднообразование реши да го продолжи своето образование во Словенија.Причината беше подобри услови и поголеми можности по завршување на факултетот,подобар животен стандарт при самото школување.И беше ветено по завршување на студиите веднаш вработување во државна институција.",поради подобри услови ја напушти земјата,Left the country for better conditions,"Да нема партиски определби , да можат сите млади кои што имаат завршено високо образование да се вработат по струка,повисоки плати","No political affiliation, every young person that has higher education to be able to get employed in accordance to their vocation, higher salaries",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-J330FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/249.0.0.10.122;]",cd969354-1517-4ddf-b57a-255414602784,,,,,,,,mk
6d2add9a-0591-46a3-8638-ac10b5e98af7,182,,2020/02/19 21:28:00.744,2020/02/19 21:28:03.365,72.42866,14.102562,13.468781,0.20520064,0.12212817,,34.399986,33.33333,32.266685,0.48933348,0.2886666,,71.380005,13.247856,15.372151,0.2199608,0.11472646,,14.159187,73.07692,12.763893,0.4930235,0.6328461,,1.1179864,98.88,0.98882014,1.9800603,98.01994,0.9801994,1.9800603,98.01994,0.9801994,3.7041962,96.29581,0.96295804,0.2559185,99.74408,0.9974408,0.2559185,99.74408,0.9974408,1.1179864,98.88201,0.98882014,7.152474,92.84753,0.92847526,6,Agree,Agree,A situation of someone you know who moved to another part of North Macedonia or to another country and permanently STAYED (or intend to stay) there.,Another country,Urban (city),Permanently,,The did not return,,He/she is a relative,,Female,25-34,Неготино,Rural (village),Macedonian,,Married/Living together,Bachelor or equivalent,Private sector,,,,,1,,,,1,Draxlermaier,A private house (owned),,Happy they moved,Happen all the time,1,1,1,,,,,Male,20-24,Кавадарци,Urban (city),Macedonian,,Single,Secondary,PrivateSector,,,,,1,,,1,Ресторан,,,No,No,"Во оваа приказна ќе раскажам за мојата братучедка која пред не полна година се пресели со својот сопруг во Германија. Додека живееше во Македонија беше вработена во германска фирма со седиште во Македонија каде што работеше со цело работно време, на минимална исплата и покрај тоа што беше со високо образование. По завршувањето на студии на ФЕИТ во Скопје, и по големите напори за наоѓање работа по струка, со големите разочарувања единствена утеха беше оваа фирма која не бара високо образование и е со минимална плата.По напорните работни часови, губењето на авторитет, таа единствена светла точка најде во бегството од матичната земја, преселбата.Таа си замина првенствено поради тоа што земјите кои се во ЕУ се борат за правата на луѓето, се цене работниот труд и работната сила. Животниот стандард е многу по добар за разлика од нашиот, во Македонија. Начинот на вработување, работењето, финансискиот дел се е по добро од Македонија. Покрај овие успеси и привилегии во Германија нивна одлука е матичната земја Македонија да ја посетуваат за време на годишните одмори.",Незадоволителните услови за живот во Македонија,Unsatisfactory living conditions in Macedonia,"Правна држава, некорупирана држава, пристојни услови за живот, демократија.","A legal state, uncorrupted, decent life conditions, democracy",undp_da_ge,"SenseMakerÂ New WebCollector; Mozilla/5.0 (Linux; Android 9; Mi A1 Build/PKQ1.180917.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/257.0.0.44.118;]",b6aa27d1-2a70-4105-ae7e-fec33ebbc9b1,,,,,,,,mk
